,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.2475641816854477,0.1720157116651535,0.216892272233963,0.25107234716415405,0.2390400618314743,0.2152654230594635,0.26282602548599243,0.20122240483760834,0.195474311709404,0.17038415372371674,0.23536241054534912,0.19488078355789185,0.26495349407196045,0.25286149978637695,0.1971202790737152,0.18028812110424042,0.25624021887779236
1,0.21540513634681702,0.20343177020549774,0.17169371247291565,0.20927821099758148,0.19556397199630737,0.18369975686073303,0.20380692183971405,0.14152774214744568,0.16321322321891785,0.18068622052669525,0.19311922788619995,0.17265860736370087,0.21251678466796875,0.20795392990112305,0.16943344473838806,0.1617777943611145,0.1796315610408783
2,0.18702980875968933,0.1546303927898407,0.14105547964572906,0.1529274433851242,0.14044728875160217,0.12719295918941498,0.14700664579868317,0.11650855839252472,0.1223943680524826,0.18670296669006348,0.13186202943325043,0.13607843220233917,0.1674456000328064,0.1503523886203766,0.1362377256155014,0.10904514044523239,0.13897842168807983
3,0.18465042114257812,0.11797013133764267,0.14769107103347778,0.17568373680114746,0.14941522479057312,0.12533274292945862,0.15499261021614075,0.10824532806873322,0.1369013637304306,0.10266466438770294,0.16472186148166656,0.12754029035568237,0.17641900479793549,0.1767970770597458,0.11858334392309189,0.09164750576019287,0.15406349301338196
4,0.20764265954494476,0.18816015124320984,0.18522095680236816,0.21463236212730408,0.19915786385536194,0.18570272624492645,0.1977914571762085,0.1560770869255066,0.17442259192466736,0.2051832377910614,0.1923985332250595,0.1983494609594345,0.2127545326948166,0.22014586627483368,0.173573836684227,0.1835186779499054,0.19265729188919067
5,0.15528103709220886,0.1169905886054039,0.13324765861034393,0.16084326803684235,0.130264014005661,0.11971446871757507,0.15018559992313385,0.09112834185361862,0.1183398962020874,0.1008266732096672,0.13937139511108398,0.17539501190185547,0.15057221055030823,0.17790141701698303,0.1023351177573204,0.0933568924665451,0.13863049447536469
6,0.10815608501434326,0.09024466574192047,0.11245988309383392,0.10661463439464569,0.09061366319656372,0.09686492383480072,0.08639520406723022,0.11551797389984131,0.09198713302612305,0.081938736140728,0.09558247029781342,0.07720410078763962,0.10357394814491272,0.09615413844585419,0.09081967920064926,0.08193673938512802,0.09507061541080475
7,0.16559740900993347,0.11604572832584381,0.13671447336673737,0.1650393307209015,0.14992830157279968,0.13673901557922363,0.15604591369628906,0.1157294437289238,0.15123701095581055,0.10638811439275742,0.14386394619941711,0.12940755486488342,0.17055508494377136,0.17720440030097961,0.1128871962428093,0.11267566680908203,0.15271957218647003
8,0.11492904275655746,0.07140463590621948,0.09849398583173752,0.10933541506528854,0.09416194260120392,0.09731531143188477,0.09843273460865021,0.11117897927761078,0.09697353839874268,0.08126476407051086,0.09742432832717896,0.09807299077510834,0.10600072145462036,0.11115079373121262,0.08052902668714523,0.09303917735815048,0.09541121125221252
9,0.2444574236869812,0.19770091772079468,0.2947468161582947,0.24188074469566345,0.2807101309299469,0.2173919975757599,0.2517814040184021,0.13972806930541992,0.18212930858135223,0.18838173151016235,0.2528069019317627,0.20307576656341553,0.2796264588832855,0.25894761085510254,0.20399515330791473,0.18143078684806824,0.2327050268650055
